title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
,,,,"Translation, Genetic",,,,,,,,,
Assay of mephenytoin metabolism in human liver microsomes by high-performance liquid chromatography,"The metabolism of mephenytoin to its two major metabolites, 4-OH-mephenytoin (4-OH-M) and 5-phenyl-5-ethylhydantoin (nirvanol) was studied in human liver microsomes by a reversed phase HPLC assay. Because of preferential hydroxylation of S-mephenytoin in vivo, microsomes (5-300 μg protein) were incubated separately with S- and R-mephenytoin. After addition of phenobarbital as internal standard, the incubation mixture was extracted with dichloromethane. The residue remaining after evaporation was dissolved in water and injected on a 60 × 4.6-mm reversed-phase column (5 μ-C-18). Elution with acetonitrile/methanol/sodium perchlorate (20 mm, pH 2.5) led to almost baseline separation of mephenytoin, metabolites, and phenobarbital. Quantitation was performed by uv-absorption at 204 nm by the internal standard method. Propylene glycol was found to be the best solvent for mephenytoin, but inhibited the reaction noncompetitively. 4-OH-M and nirvanol could be detected at concentrations in the incubation mixture as low as 40 and 80 nm, respectively. The rates of metabolite formation were linear with time and protein concentration. The reaction was found to be substrate stereoselective. At substrate concentrations below 0.5 mm S-mephenytoin was preferentially hydroxylated to 4-OH-M, while R-mephenytoin was preferentially demethylated to nirvanol at all substrate concentrations tested (25-1600 μm). These data provide a mechanistic explanation for the stereospecific pharmacokinetics in vivo. The dependence of both metabolic reations on NADPH and the inhibition by CO suggest that they are mediated by cytochrome P-450-type monooxygenases. These data, together with the recent discovery of a genetic polymorphism causing an exclusive deficiency of the 4-hydroxylation of S-mephenytoin, suggest that hydroxylation and demethylation of S-mephenytoin are catalyzed by different cytochrome P-450 isozymes. © 1985.",1985,1985-01-01T00:00:00Z,cytochrome P-450,"Meier, U. T.",00032697 (ISSN),151,286-291,10.1016/0003-2697(85)90177-0,Journal Article,Analytical Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022330348&doi=10.1016%2f0003-2697%2885%2990177-0&partnerID=40&md5=da16cf19c9f1b2bf339950cffec99475,"Cited By :73 Export Date: 25 January 2021 CODEN: ANBCA Correspondence Address: Meier, U.T.; Department of Pharmacology, , Basel, Switzerland Chemicals/CAS: cytochrome P450, 9035-51-2; mephenytoin, 50-12-4; normephenytoin, 631-07-2; phenobarbital, 50-06-6, 57-30-7, 8028-68-0; Hydantoins; Mephenytoin, 50-12-4 Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF, 3.893.81, 3.806.0.84 Funding text 1: We thank Dr. A. Ktlpfer, Beme, for helpful suggestions and Dr. M. Jurima, Dr. T. Inaba, and Dr. W. Kalow, Toronto, for giving us insight in the preprints of the manuscripts cited as Refs. (10,21). This work was supported by Swiss National Science Foundation Grants 3.893.81 and 3.806.0.84. References: KÃ¼pfer, Roberts, Schenker, Branch, Stereoselective metabolism of mephenytoin in man. (1981) J Pharmacol Exp Ther, 218, p. 193; KÃ¼pfer, Desmond, Schenker, Branch, Stereoselective metabolism and disposition of the enantiomers of mephenytoin during chronic oral administration of the racemic drug in man. (1982) J Pharmacol Exp Ther, 221, p. 590; Butler, (1956) J. Pharmacol. Exp. Ther, 117, p. 160; Lynn, Bauer, Gordon, Smith, Griffin, Thompson, Jenkins, Gerber, (1979) Drug Metab. Dispos, 7, p. 138; KÃ¼pfer, Desmond, Patwardhan, Schenker, Branch, Mephenytoin hydroxylation deficiency: Kinetics after repeated doses (1984) Clinical Pharmacology and Therapeutics, 35, p. 33; KÃ¼pfer, Patwardhan, Ward, Schenker, Preisig, Branch, Stereoselective metabolism and pharmacogenetic control of 5-phenyl-5-ethylhydantoin (nirvanol) in humans. (1984) J Pharmacol Exp Ther, 230, p. 28; KÃ¼pfer, Preisig, Pharmacogenetics of mephenytoin: A new drug hydroxylation polymorphism in man (1984) European Journal of Clinical Pharmacology, 26, p. 753; Inaba, Jurima, Nakono, Kalow, (1984) Clin. Pharmacol. Ther, 36, p. 670; Wedlund, Aslanian, McAllister, Wilkinson, Branch, (1984) Clin. Pharmacol. Ther, 36, p. 773; Jurima, Inaba, Kadar, Kalow, (1985) Brit. J. Clin. Pharmacol, 19, p. 483; Sobotka, Holzman, Kahn, (1932) J. Amer. Chem. Soc, 54, p. 4697; Butler, (1952) J. Pharmacol. Exp. Ther, 104, p. 299; Chemische Fabrik vormals Sandoz, Swiss Patent No. 166,004 (1934); Meier, Müller, Dick, Meyer, (1983) Gastroenterology, 85, p. 682; Lowry, Rosebrough, Farr, Randall, (1951) J. Biol. Chem, 193, p. 265; Omura, Sato, (1964) J. Biol. Chem, 239, p. 2370; Hofstee, (1952) Science (Washington, D. C.), 116, p. 329; Cornish-Bowden, A simple graphical method for determining the inhibition constants of mixed, uncompetitive and non-competitive inhibitors. (1974) Biochem J, 137, p. 143; Jurima, Inaba, Kalow, (1984) Clin. Pharmacol. Ther, 35, p. 426; Smith, Waddell, Butler, (1963) Life Sci, 2, p. 486; Jurima, Inaba, Kalow, (1985) Drug Metab. Dispos, 13, p. 151; Küpfer, James, Carr, Branch, (1982) J. Chromatogr, 232, p. 93"
,,,,drug metabolism,"Kronbach, T.",,,,,,,,
,,,,HPLC,"Meyer, U. A.",,,,,,,,
,,,,human liver,,,,,,,,,
,,,,mephenytoin,,,,,,,,,
,,,,microsomes,,,,,,,,,
,,,,cytochrome p450,,,,,,,,,
,,,,normephenytoin,,,,,,,,,
,,,,phenobarbital,,,,,,,,,
,,,,4' hydroxymephenytoin,,,,,,,,,
,,,,dose response,,,,,,,,,
,,,,drug analysis,,,,,,,,,
,,,,drug determination,,,,,,,,,
,,,,drug identification,,,,,,,,,
,,,,drug response,,,,,,,,,
,,,,high performance liquid chromatography,,,,,,,,,
,,,,human,,,,,,,,,
,,,,human cell,,,,,,,,,
,,,,liver,,,,,,,,,
,,,,liver microsome,,,,,,,,,
,,,,normal human,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,ultraviolet spectrophotometry,,,,,,,,,
,,,,"Chromatography, High Pressure Liquid",,,,,,,,,
,,,,Comparative Study,,,,,,,,,
,,,,Hydantoins,,,,,,,,,
,,,,Hydroxylation,,,,,,,,,
,,,,Kinetics,,,,,,,,,
,,,,"Microsomes, Liver",,,,,,,,,
,,,,Stereoisomerism,,,,,,,,,
,,,,Structure-Activity Relationship,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Genetic Polymorphism of Human Cytochrome P-450 (S)-Mephenytoin 4-Hydroxylase. Studies with Human Autoantibodies Suggest a Functionally Altered Cytochrome P-450 Isozyme as Cause of the Genetic Deficiency,"The metabolism of the anticonvulsant mephenytoin is subject to a genetic polymorphism. In 2-5% of Caucasians and 18-23% of Japanese subjects a specific cytochrome P-450 isozyme, P-450 meph, is functionally deficient or missing. We have accumulated evidence that autoimmune antibodies observed in sera of patients with tienilic acid induced hepatitis (anti-liver kidney microsome 2 or anti-LKM2 antibodies) specifically recognize the cytochrome P-450 involved in the mephenytoin hydroxylation polymorphism. This is demonstrated by immunoinhibition and immunoprecipitation of microsomal (S)-mephenytoin 4-hydroxylation activity and by the recognition by anti-LKM2 antibodies of a single protein band on immunoblots of human liver microsomes after sodium dodecyl sulfate-polyacrylamide gel electrophoresis or isoelectric focusing. The cytochrome P-450 recognized by anti-LKM2 antibodies was immunopurified from microsomes derived from livers of extensive (EM) or poor metabolizers (PM) of (S)-mephenytoin. Comparison of the EM-type cytochrome P-450 to that isolated from PM livers revealed no difference in regard to immuno-cross-reactivity, molecular weight, isoelectric point, relative content in microsomes, two-dimensional tryptic peptide maps, one-dimensional peptide maps with three proteases, amino acid composition, and amino-terminal protein sequence. Finally, the same protein was precipitated from microsomes prepared from the liver biopsy of a subject phenotyped in vivo as a poor metabolizer of mephenytoin. These data strongly suggest that the mephenytoin hydroxylation deficiency is caused by a minor structural change leading to a functionally altered cytochrome P-450 isozyme. © 1987, American Chemical Society. All rights reserved.",1987,1987-01-01T00:00:00Z,autoantibody,"Meier, U. T.",00062960 (ISSN),26,8466-8474,10.1021/bi00399a065,Journal Article,Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023542746&doi=10.1021%2fbi00399a065&partnerID=40&md5=05ab8b9ec680817a3141427a892dddba,"Cited By :41 Export Date: 25 January 2021 Correspondence Address: Meyer, U.A.; Department of Pharmacology, , 4056 Basel, Switzerland Chemicals/CAS: cytochrome P450, 9035-51-2; mephenytoin, 50-12-4; Autoantibodies; CYP2C19 protein, human, EC 1.14.14.1; Cytochrome P-450 Enzyme System, 9035-51-2; Immunoglobulin G; Isoenzymes; Mixed Function Oxygenases, EC 1.- References: Allington, W.B., Cordry, A., McCullough, G.A., Mitchell, D.E., Nelson, J.W., (1978) Anal. Biochem., 85, pp. 188-196; Beaune, P., Flinois, J.-P., Kiffel, L., Kremers, P., Leroux, J.P., (1985) Biochim. Biophys. Acta, 840, pp. 364-370; Beaune, P.H., Umbenhauer, D.R., Bork, R.W., Lloyd, R.S., Guengerich, F.P., (1986) Proc. Natl. Acad. Sci. U.S.A., 83, pp. 8064-8068; Beaune, P., Dansette, P.M., Mansuy, D., Kiffel, L., Finck, M., Amar, C., Leroux, J.P., Homberg, J.C., (1987) Proc. Natl. Acad. Sci. U.S.A., 84, pp. 551-555; Bhown, A.S., Bennett, J.C., (1983) Methods Enzymol., 91, pp. 450-455; Cresteil, T., Beaune, P., Kremers, P., Celier, C., Guengerich, F.P., Leroux, J.P., (1985) Eur. J. Biochem., 151, pp. 345-350; Dayer, P., Gasser, R., Gut, J., Kronbach, T., Robertz, G.-M., Eichelbaum, M., Meyer, U.A., (1984) Biochem. Biophys. Res. Commun., 125, pp. 374-380; Eichelbaum, M., Spannbrucker, N., Steincke, B., Douglas, H.J., (1979) Eur. J. Clin. Pharmacol., 16, pp. 183-187; Elder, J.H., Pikett, R.A., II, Hampton, J., Lerner, R.A., (1977) Eur. J. Clin. Pharmacol., 16, pp. 183-187; Greenwood, F.C., Hunter, W.M., Glever, J.S., (1963) Biochem. J., 89, pp. 114-123; Gut, J., Meier, U.T., Catin, C., Meyer, U.A., (1986) Biochim. Biophys. Acta, 884, pp. 435-447; Hager, D.A., Burgess, R.R., (1980) Anal. Biochem., 109, pp. 76-87; Hauri, H.-P., Bucher, K., (1986) Anal. Biochem., 159, pp. 386-389; Hjelm, H., Hjelm, K., Sjoquist, J., (1972) FEBS Lett., 28, pp. 73-76; Homberg, J.-C., Andre, C., Abuaf, N., (1984) Clin. Exp. Immunol., 55, pp. 561-570; Homberg, J.-C., Abuaf, N., Helmy-Khalil, S., Biour, M., Poupon, R., Islam, S., Darnis, F., Benhamou, J.-P., (1985) Hepatology (Baltimore), 5, pp. 722-727; Hunkapiller, M.W., Lujan, E., Ostrander, F., Hood, L.E., (1983) Methods Enzymol., 91, pp. 227-236; Inaba, T., Jurima, M., Nakono, M., Kalow, W., (1984) Clin. Pharmacol. Ther. (St. Louis), 36, pp. 670-676; Inaba, T., Jurima, M., Kalow, W., (1986) Am. J. Hum. Genet., 38, pp. 768-772; Jaiswal, A.K., Gonzalez, F.J., Nebert, D.W., (1985) Science (Washington, D.C.), 288, pp. 80-83; Jurima, M., Inaba, T., Kadar, D., Kalow, W., (1985) Br. J. Clin. Pharmacol., 19, pp. 483-487; Kleinbloesem, C.H., van Brummelen, P., Faber, H., Danhof, M., Vermeulen, N.P.E., Breimer, D.P., (1984) Biochem. Pharmacol., 33, pp. 3721-3724; Kupfer, A., Preisig, R., (1984) Eur. J. Clin. Pharmacol., 26, pp. 753-759; Kiipfer, A., Desmond, P., Schenker, S., Branch, R., (1979) Pharmacologist, 21, p. 173; Kiipfer, A., Desmond, P.V., Schenker, S., Branch, R.A., (1982) J. Pharmacol. Exp. Ther., 221, pp. 590-597; Kupfer, A., Desmond, P., Patwardhan, Z., Schenker, S., Branch, R.A., (1984) Clin. Pharmacol. Ther. (St. Louis), 35, pp. 33-39; Kiipfer, A., Patwardhan, Z., Ward, S., Schenker, S., Preisig, R., Branch, R.A., (1984) J. Pharmacol. Exp. Ther., 230, pp. 28-33; Laemmli, U.K., (1970) Nature (London), 227, pp. 680-685; Lottspeich, F., (1985) J. Chromatogr., 326, pp. 321-327; Lowry, O.H., Rosebrough, N.J., Farr, A.C., Randall, R.J., (1951) J. Biol. Chem., 193, pp. 265-275; Mahgoub, A., Idle, J.R., Dring, L.G., Lancaster, R., Smith, R.L., (1977) Lancet, 2, pp. 584-586; Meier, P.J., Muller, H.K., Dick, B., Meyer, U.A., (1983) Gastroenterology, 85, pp. 682-692; Meier, U.T., Dayer, P., Male, P.-J., Kronbach, T., Meyer, U.A., (1985) Clin. Pharmacol. Ther. (St. Louis), 38, pp. 488-494; Meier, U.T., Kronbach, T., Meyer, U.A., (1985) Anal. Biochem., 151, pp. 286-291; Merril, C.R., Goldman, D., Van Keuren, M.L., (1984) Methods Enzymol., 104, pp. 441-447; Nakamura, K., Goto, F., Ray, W.A., McAllister, C.B., Jacqz, E., Wilkinson, G.R., Branch, R.A., (1985) Clin. Pharmacol. Ther. (St. Louis), 38, pp. 402-408; Omura, T., Sato, P., (1964) J. Biol. Chem., 239, pp. 2370-2378; (1982) Isoelectric Focusing, Principles and Methods, 1, pp. 69-74. , Ljungforetagen AG, Orebro, Sweden; Rampersaud, A., Walz, F.G., Jr., (1986) Biochim. Biophys. Acta, 869, pp. 293-303; Reinhart, M.P., Malamud, D., (1982) Anal. Biochem., 123, pp. 229-235; Scott, J., Poffenbarger, P.C., (1979) Diabetes, 28, pp. 41-51; Shim da, T., Misono, K.S., Guengerich, F.P., (1986) J. Biol. Chem., 261, pp. 909-921; Strobel, H.W., Dignam, J.D., (1978) Methods Enzymol., 52, pp. 89-96; Towbin, H.T., Staehelin, T., Gordon, J., (1979) Proc. Natl. Acad. Sci. U.S.A., 76, pp. 4350-4354; Wang, P.P., Beaune, P., Kaminsky, L.S., Dannan, G.A., Kadlubar, F.F., Larrey, D., Guengerich, F.P., (1983) Biochemistry, 22, pp. 5375-5383; Waxman, D.J., Walsh, C., (1983) Biochemistry, 22, pp. 4846-4855; Wedlund, P.J., Aslanian, W.S., McAllister, C.B., Wilkinson, G.R., Branch, R.A., (1984) Clin. Pharmacol. Ther. (St. Louis), 36, pp. 773-780; Wedlund, P.J., Aslanian, W.S., Jacqz, E., McAllister, C.G., Branch, R.A., Wilkinson, G.R., (1985) J. Pharmacol. Exp. Ther., 234, pp. 662-669; Wrighton, S.A., Campanile, C., Thomas, P.E., Maines, S.L., Watkins, P.B., Parker, G., Mendez-Picon, G., Guzelian, P.S., (1986) Mol. Pharmacol., 29, pp. 405-410; Wrighton, S.A., Thomas, P.E., Molowa, D.T., Haniu, M., Shively, J.E., Maines, S.L., Watkins, P.B., Guzelian, P.S., (1986) Biochemistry, 25, pp. 6731-6735; Yasukochi, Y., Masters, B.S.S., (1976) J. Biol. Chem., 251, pp. 5337-5344"
,,,,cytochrome p450,"Meyer, U. A.",,,,,,,,
,,,,mephenytoin,,,,,,,,,
,,,,heredity,,,,,,,,,
,,,,human cell,,,,,,,,,
,,,,normal human,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,Autoantibodies,,,,,,,,,
,,,,Cytochrome P-450 Enzyme System,,,,,,,,,
,,,,"Genes, Structural",,,,,,,,,
,,,,Human,,,,,,,,,
,,,,Immunoglobulin G,,,,,,,,,
,,,,Isoenzymes,,,,,,,,,
,,,,Kinetics,,,,,,,,,
,,,,"Microsomes, Liver",,,,,,,,,
,,,,Mixed Function Oxygenases,,,,,,,,,
,,,,Polymorphism (Genetics),,,,,,,,,
,,,,Substrate Specificity,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Glucose permease of Escherichia coli. Purification of the II(Glc) subunit and functional characterization of its oligomeric forms,"The membrane subunit (II(Glc)) of the glucose permease has been purified from overproducing Escherichia coli. About 2 mg of pure protein was obtained from 10 g (wet weight) of cells. II(Glc) of E. coli and Salmonella typhimurium are functionally indistinguishable. A small difference was revealed, however, by a monoclonal antibody which neutralizes glucose phosphorylation activity of II(Glc) from S. typhimurium, but does not cross-react with II(Glc) of E. coli. A dimeric form of purified II(Glc) can be detected by chemical cross-linking and by zonal sedimentation at 4°C. Upon mild oxidation a disulfide bond is formed between the subunits of the dimer. Oxidized II(Glc) is more stable than the reduced form but is inactive because it cannot be phosphorylated by the cytoplasmic subunit (III(Glc)) of the glucose permease. Cys-421 could be identified as the oxidation-sensitive residue, using a novel assay to detect III(Glc)-dependent phsophorylation of nitrocellulose-bound II(Glc) that has been purified by gel electrophoresis. No dimeric form of phosphorylated II(Glc) could be detected. Because phosphorylated II(Glc) is a catalytic intermediate it is concluded that catalytically active II(Glc) is a monomer and that the dimeric form is an artefact observed only with purified resting II(Glc). That II(Glc) is active as a monomer is further supported by the observation that monomeric II(Glc) catalyzes phosphoryl exchange between glucose and glucose 6-phosphate at equilibrium and that an excess of inactive II(Glc) with a serine replacing Cys-421 does not interfere with the activity of wild-type II(Glc) as would be expected if interaction between the subunits in a dimer were essential for activity.",1988,1988-01-01T00:00:00Z,hyaluronidase,"Meins, M.",00219258 (ISSN),263,12986-12993,,Journal Article,Journal of Biological Chemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023712278&partnerID=40&md5=a46ddf37388b25ac6ecd394d6614e6f9,"Cited By :29 Export Date: 25 January 2021 CODEN: JBCHA Correspondence Address: Switzerland Chemicals/CAS: hyaluronidase, 9001-54-1, 9055-18-9; Macromolecular Systems; Phosphoenolpyruvate Sugar Phosphotransferase System, EC 2.7.1.-; phosphoenolpyruvate-glucose phosphotransferase, EC 2.7.1.-"
,,,,protein subunit,"Zanolari, B.",,,,,,,,
,,,,escherichia coli,"Rosenbusch, J. P.",,,,,,,,
,,,,nonhuman,"Erni, B.",,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,protein purification,,,,,,,,,
,,,,Macromolecular Systems,,,,,,,,,
,,,,Oxidation-Reduction,,,,,,,,,
,,,,Phosphoenolpyruvate Sugar Phosphotransferase System,,,,,,,,,
,,,,Phosphorylation,,,,,,,,,
,,,,Salmonella typhimurium,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
DNA of the Streptomyces phage SH10: binding sites for Streptomyces hygroscopicus RNA polymerase and in vitro transcription map,"The binding sites for the Streptomyces hygroscopicus RNA polymerase on the DNA of actinophage SH10 were mapped by electron microscopy. Four major binding sites were located at map positions 52.2, 84.5, 97.9 and 99.1 very close or identical to sequences to which the Escherichia coli RNA polymerase was observed to bind. In vitro transcription activities of the two RNA polymerases were compared by analyzing transcriptional R-loops on SH10 DNA. Both enzymes transcribed almost exclusively segments in the right half of the phage genome. Most frequent initiation was found from a site at map position 98.1. Differences in efficiency of transcription between the two enzymes are discussed with respect to heterospecific gene expression. © 1983.",1983,1983-01-01T00:00:00Z,E. coli,"Meyer, J.",03781119 (ISSN),23,25-34,10.1016/0378-1119(83)90213-5,Journal Article,Gene,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020788202&doi=10.1016%2f0378-1119%2883%2990213-5&partnerID=40&md5=62daf659874667f06b8de92e9f3ac75c,"Cited By :6 Export Date: 25 January 2021 CODEN: GENED Correspondence Address: Meyer, J.; Department of Microbiology, Biozentrum, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: DNA, Viral; DNA-Directed RNA Polymerases, EC 2.7.7.6 References: (1977) Eur. J. Biochem., 78, pp. 205-213; Horinouchi, Uozumi, Beppu, Cloning of Streptomyces DNA into Escherichia coli Absence of heterospecific gene expression of Streptomyces gene in E coli (1980) Agricultural and Biological Chemistry, 44, pp. 367-381; Iida, Meyer, Bächi, Stalhammar-Carlemalm, Schrickel, Bickle, Arber, The DNA restriction-modification genes of phage P1 and plasmid p15B: Structure and in vitro transcription (1983) J. Mol. Biol., , in press; Jones, Purification of RNA polymerase from actinomycin producing and nonproducing cells of Streptomyces antibioticus (1979) Arch. Biochem. Biophys., 198, pp. 195-204; Klaus, Triebel, Hartmann, Walter, Walter, Zöpel, Bär, Molecular characterization of the genomes of actinophages SH3, SH10, SH11, and SH12 infecting Streptomyces hygroscopicus (1979) Mol. Gen. Genet., 172, pp. 319-327; Klaus, Krügel, Süss, Neigenfind, Zimmermann, Taubeneck, Properties of the temperate actinophage SH10 (1981) J. Gen. Microbiol., 123, pp. 269-279; Klaus, Vogel, Gautschi, Stalhammar-Carlemalm, Meyer, DNA of the Streptomyces phage SH10: Binding sites for Escherichia coli RNA polymerase and denaturation map (1983) Mol. Gen. Genet., 189, pp. 21-26; Koller, Sogo, Bujard, An electron microscopic method for studying nucleic acid-protein complexes. Visualization of RNA polymerase bound to the DNA of bacteriophages T7 and T3 (1974) Biopolymers, 13, pp. 995-1009; Koller, Kübler, Portmann, Sogo, High resolution mapping of specific binding sites of E. coli RNA polymerase on the DNA of bacteriophage T7 (1978) J. Mol. Biol., 120, pp. 121-131; Laemmli, Cleavage of structural proteins during the assembly of the head of bacteriophage T4 (1970) Nature, 227, pp. 680-685; Le Talaer, Kermici, Jeanteur, Isolation of Escherichia coli RNA polymerase binding sites on T5 and T7 DNA: Further evidence for sigma-dependent recognition of A-T-rich DNA sequences (1973) Proc. Natl. Acad. Sci. USA, 70, pp. 2911-2915; Lindquist, Williams, Distribution of RNA polymerase binding sites on the P4 chromosome (1979) Virology, 96, pp. 274-276; Lomovskaya, Mkrtumian, Gostimskaya, Danilenko, Characterization of temperate actinophage σ C31 isolated from Streptomyces coelicolor A3(2) (1972) J. Virol., 9, pp. 258-262; Meyer, Stålhammar-Carlemalm, Iida, Denaturation map of bacteriophage P1 DNA (1981) Virology, 110, pp. 167-175; Portmann, Sogo, Koller, Zillig, Binding sites for E. coli RNA polymerase on T7 DNA as determined by electron microscopy (1974) FEBS Letters, 45, pp. 64-67; Portmann, Koller, The divalent cation method for protein-free spreading of nucleic acid molecules (1976) Electron Microscopy, 2, pp. 546-548. , Y. Ben-Shaul, Tat International; Rassart, Spencer, Zollinger, Localization of Escherichia coli RNA polymerase binding sites on bacteriophage S13 and σX174 DNAs by electron microscopy (1979) J. Virol., 29, pp. 179-184; Robbins, Wirth, Hering, Expression of the Streptomyces enzyme endoglycosidase H in Escherichia coli (1981) J. Biol. Chem., 256, pp. 10640-10644; Rodgers, Springer, Young, Cloning and expression of a Streptomyces fradiae neomycin resistance gene in Escherichia coli (1982) Gene, 18, pp. 133-144; Schottel, Bibb, Cohen, Cloning and expression in Streptomyces of antibiotic resistance genes derived from Escherichia coli (1981) J. Bacteriol., 146, pp. 360-368; Schupp, Toupet, Stålhammar-Carlemalm, Meyer, Expression of a neomycin phosphotransferase gene from Streptomyces fradiae in Escherichia coli after interplasmidic recombination (1983) Mol. Gen. Genet., 189, pp. 27-33; Sogo, Inciarte, Corral, Viñuela, Salas, RNA polymerase binding sites and transcription map of the DNA of Bacillus subtilis phage σ29 (1979) J. Mol. Biol., 127, pp. 411-436; Stüber, Bujard, Electron microscopy of DNA: Determination of absolute molecular weights and linear density (1977) Mol. Gen. Genet., 154, pp. 299-303; Stüber, Delius, Bujard, Electron microscopic analysis of in vitro transcriptional complexes: mapping of promoters of the coliphage T5 genome (1978) Mol. Gen. Genet., 166, pp. 141-149; Stüber, Bujard, rganization of transcriptional signals in plasmids pBR322 and pACYC184 (1981) Proceedings of the National Academy of Sciences, 78, pp. 167-171; Vollenweider, Szybalski, Electron microscopic mapping of RNA polymerase binding to coliphage lambda DNA (1978) J. Mol. Biol., 123, pp. 485-498; Walter, Hartmann, Klaus, Restriction endonuclease analysis of DNA from the Streptomyces phages SH3, SH5, SH10 and SH13 (1981) Gene, 13, pp. 57-63; Williams, Chamberlin, Electron microscope studies of transient complexes formed between Escherichia coli RNA polymerase holoenzyme and T7 DNA (1977) Proc. Natl. Acad. Sci. USA, 74, pp. 3740-3744; Williams, Fisher, Electron microscopic determination of the preferential binding sites of E. coli RNA polymerase to σX174 replicative form DNA (1980) J. Mol. Biol., 140, pp. 335-339; Zunino, Di Marco, Zaccara, Luino, The inhibition of RNA polymerase by daunomycin (1974) Chem. Biol. Interact., 9, pp. 25-36"
,,,,heterologous gene expression,"Gautschi, J.",,,,,,,,
,,,,Promoter mapping by electron microscopy,"Stålhammar-Carlemalm, M.",,,,,,,,
,,,,DNA directed RNA polymerase,"Störl, J.",,,,,,,,
,,,,DNA Directed RNA Polymerases,"Klaus, S.",,,,,,,,
,,,,virus DNA,,,,,,,,,
,,,,article,,,,,,,,,
,,,,bacteriophage,,,,,,,,,
,,,,binding site,,,,,,,,,
,,,,chromosome map,,,,,,,,,
,,,,electron microscopy,,,,,,,,,
,,,,genetic transcription,,,,,,,,,
,,,,genetics,,,,,,,,,
,,,,Streptomyces,,,,,,,,,
,,,,Bacteriophages,,,,,,,,,
,,,,Binding Sites,,,,,,,,,
,,,,Chromosome Mapping,,,,,,,,,
,,,,"DNA, Viral",,,,,,,,,
,,,,DNA-Directed RNA Polymerases,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,"Transcription, Genetic",,,,,,,,,
